locality,state,location,lon,lat
Penfield,OH,"Penfield, OH",-82.11695499999999,41.1615038
Perrysburgh,OH,"Perrysburgh, OH",-83.627157,41.556996
Plain,OH,"Plain, OH",-81.31566579999999,40.8283918
Poland,OH,"Poland, OH",-80.61479539999999,41.0242258
Port Clinton,OH,"Port Clinton, OH",-82.93769189999999,41.511995400000004
Port Washington,OH,"Port Washington, OH",-81.5206731,40.328124
Portland,OH,"Portland, OH",-81.7712428,39.0034129
Portsmouth,OH,"Portsmouth, OH",-82.9976742,38.7317431
Potter,OH,"Potter, OH",-81.96996759999999,41.3138571
Preble County,OH,"Preble County, OH",-84.68974949999999,39.7778251
Ravenna,OH,"Ravenna, OH",-81.2420473,41.1575566
Reading,OH,"Reading, OH",-84.44216410000001,39.2236694
Richfield,OH,"Richfield, OH",-81.6381785,41.2397772
Richmond,OH,"Richmond, OH",-80.7717478,40.4333996
Ripley,OH,"Ripley, OH",-83.84492449999999,38.7456277
Rome,OH,"Rome, OH",-83.3802744,38.66611959999999
Roscoe,OH,"Roscoe, OH",-81.87575799999999,40.281434
Ruggler,OH,"Ruggler, OH",-82.37773349999999,41.0389157
Rutland,OH,"Rutland, OH",-82.1304226,39.045355
Salem,OH,"Salem, OH",-80.8567501,40.9008923
Sandusky,OH,"Sandusky, OH",-82.7079605,41.4489396
Scio,OH,"Scio, OH",-81.0848211,40.3958988
Selena Township,OH,"Selena Township, OH",NA,NA
Seneca Co.,OH,"Seneca Co., OH",-83.1649001,41.1585179
Sharon Center,OH,"Sharon Center, OH",-81.7355206,41.0991732
Sidney,OH,"Sidney, OH",-84.1554987,40.2842164
South Amherst,OH,"South Amherst, OH",-82.2537689,41.3558794
Springboro,OH,"Springboro, OH",-84.2332718,39.5522815
Springdale,OH,"Springdale, OH",-84.48522129999999,39.287002
Springfield,OH,"Springfield, OH",-83.8088171,39.9242266
Steubenville,OH,"Steubenville, OH",-80.63396379999999,40.3697905
Sunbury,OH,"Sunbury, OH",-82.85906729999999,40.2425623
"Sunbury, Berkshire",OH,"Sunbury, Berkshire, OH",-82.8968189,40.231755
Tallmadge,OH,"Tallmadge, OH",-81.441779,41.1014451
Tallmadge Township,OH,"Tallmadge Township, OH",-81.441779,41.1014451
Thompson,OH,"Thompson, OH",-81.0533854,41.6702348
Tiffin,OH,"Tiffin, OH",-83.1779746,41.1144992
toledo,OH,"toledo, OH",-83.55521200000001,41.6639383
Toledo,OH,"Toledo, OH",-83.55521200000001,41.6639383
Troy,OH,"Troy, OH",-84.20327669999999,40.0394982
Trumbull Co.,OH,"Trumbull Co., OH",-80.7214417,41.3064984
Twinsburg,OH,"Twinsburg, OH",-81.4401129,41.3125552
Union Village,OH,"Union Village, OH",-84.3063343,39.8978327
Urbana,OH,"Urbana, OH",-83.7524298,40.1083912
Utica,OH,"Utica, OH",-82.4512699,40.2342313
Venice,OH,"Venice, OH",-82.8855961,41.0413536
Vermilion,OH,"Vermilion, OH",-82.36460679999999,41.4219889
Vernon,OH,"Vernon, OH",-82.4857181,40.3933956
Wadsworth,OH,"Wadsworth, OH",-81.72985190000001,41.0256101
Warren,OH,"Warren, OH",-80.81841659999999,41.2375569
Washington,OH,"Washington, OH",-83.4390843,39.5364511
Waterford,OH,"Waterford, OH",-81.6406827,39.5425161
Wauseon,OH,"Wauseon, OH",-84.14161469999999,41.5492182
Waverly Village,OH,"Waverly Village, OH",-82.9854553,39.1267349
"Wayne, Cherry Valley",OH,"Wayne, Cherry Valley, OH",-80.6659842,41.530383
Waynesville,OH,"Waynesville, OH",-84.086601,39.52978239999999
Wellington,OH,"Wellington, OH",-82.2179354,41.1689421
Wellsville,OH,"Wellsville, OH",-80.64896279999999,40.6028419
West Canaan,OH,"West Canaan, OH",-81.9937573,40.9450562
West Geneva,OH,"West Geneva, OH",-80.94814889999999,41.8050539
West Lodi,OH,"West Lodi, OH",-82.93824479999999,41.1642214
Westerville,OH,"Westerville, OH",-82.92906959999999,40.1261743
Westfield,OH,"Westfield, OH",-81.93319740000001,41.0264442
Whipstown,OH,"Whipstown, OH",-82.1645905,39.6445136
Wilberforce,OH,"Wilberforce, OH",-83.8777063,39.716171
Williamsburg,OH,"Williamsburg, OH",-84.05298859999999,39.0542311
Williamsfield,OH,"Williamsfield, OH",-80.5706292,41.5333874
Willoughby,OH,"Willoughby, OH",-81.4065011,41.6397696
Wilmington,OH,"Wilmington, OH",-83.8285375,39.4453393
Windham,OH,"Windham, OH",-81.0492611,41.2350562
Windsor,OH,"Windsor, OH",-80.93425789999999,41.535055
Woodstock,OH,"Woodstock, OH",-83.5274254,40.1739475
Wooster,OH,"Wooster, OH",-81.935143,40.8050565
Worthington,OH,"Worthington, OH",-83.017962,40.0931191
Worthington?,OH,"Worthington?, OH",-83.017962,40.0931191
Xenia,OH,"Xenia, OH",-83.9296526,39.6847822
Yellow Spring,OH,"Yellow Spring, OH",-83.88687399999999,39.8064486
Yellow Springs,OH,"Yellow Springs, OH",-83.88687399999999,39.8064486
Youngstown,OH,"Youngstown, OH",-80.6495194,41.0997803
Zanesville,OH,"Zanesville, OH",-82.0131924,39.9403453
Indian Terr.,OK,"Indian Terr., OK",-97.9065232,36.3863782
Indian Territory - Tallequah,OK,"Indian Territory - Tallequah, OK",-94.966185,35.9205888
Albany,OR,"Albany, OR",-123.1059282,44.6365107
Amity,OR,"Amity, OR",-123.2073257,45.1156724
Astoria,OR,"Astoria, OR",-123.8312534,46.1878841
Astoria?,OR,"Astoria?, OR",-123.8312534,46.1878841
Benton Co.,OR,"Benton Co., OR",-123.3873877,44.6281686
Butte Creeke,OR,"Butte Creeke, OR",-122.7667339,45.1299869
Clackamas Co.,OR,"Clackamas Co., OR",-122.1188945,45.2023855
Clatsop Co.,OR,"Clatsop Co., OR",-123.7653042,46.0210796
Columbia,OR,"Columbia, OR",-73.96008549999999,40.8093548
Coos County,OR,"Coos County, OR",-124.1057369,43.242897
Corvallis,OR,"Corvallis, OR",-123.2620435,44.5645659
Dalles,OR,"Dalles, OR",-121.1786823,45.5945645
Eugene,OR,"Eugene, OR",-123.0867536,44.0520691
Forest Grove,OR,"Forest Grove, OR",-123.1106631,45.5198364
Ft. Klamath,OR,"Ft. Klamath, OR",-121.9958544,42.7045782
Ft. Stevens,OR,"Ft. Stevens, OR",-123.9628714,46.2063469
Ft. Vancouver,OR,"Ft. Vancouver, OR",-122.6565852,45.6261746
Jackson Co.,OR,"Jackson Co., OR",-122.7646577,42.334535
Jackson County,OR,"Jackson County, OR",-122.7646577,42.334535
Lapwai,OR,"Lapwai, OR",-116.62116,46.238512
Manning/Clatsop Co.,OR,"Manning/Clatsop Co., OR",NA,NA
Manning/Grant Co,OR,"Manning/Grant Co, OR",NA,NA
McMinnville,OR,"McMinnville, OR",-123.1987163,45.21011619999999
Multnomal Masonic Lodge?,OR,"Multnomal Masonic Lodge?, OR",-122.5575496,45.558224
Oregon City,OR,"Oregon City, OR",-122.6067583,45.3573429
Philomath,OR,"Philomath, OR",-123.3676014,44.540121
Portland,OR,"Portland, OR",-122.6764816,45.5230622
Protland,OR,"Protland, OR",-122.6764816,45.5230622
Salem,OR,"Salem, OR",-123.0350963,44.9428975
Waiiltpu,OR,"Waiiltpu, OR",NA,NA
Willamette,OR,"Willamette, OR",-122.6574714,45.3474735
Yam Hill,OR,"Yam Hill, OR",-123.1873291,45.3415036
Allegheny,PA,"Allegheny, PA",-80.0087746,40.4450813
Allegheny City,PA,"Allegheny City, PA",-80.0157633,40.45199330000001
Allentown,PA,"Allentown, PA",-75.4901833,40.6084305
Altoona,PA,"Altoona, PA",-78.3947359,40.5186809
Andalusia,PA,"Andalusia, PA",-74.9705585,40.06688949999999
Anderson,PA,"Anderson, PA",-77.64554810000001,40.5397966
Annville,PA,"Annville, PA",-76.51524429999999,40.3295359
Ashland,PA,"Ashland, PA",-76.3457825,40.78175419999999
Attlelborough,PA,"Attlelborough, PA",-71.3985268,41.93940509999999
Bart Township,PA,"Bart Township, PA",-76.07399989999999,39.9231627
Beaty,PA,"Beaty, PA",-75.8737554,41.2433693
Bedford,PA,"Bedford, PA",-78.50390689999999,40.0186921
Beers,PA,"Beers, PA",-75.1356455,39.9624156
Bellefonte,PA,"Bellefonte, PA",-77.7783348,40.91339430000001
Bethleham,PA,"Bethleham, PA",-75.37045789999999,40.6259316
Bethlehem,PA,"Bethlehem, PA",-75.37045789999999,40.6259316
Bettysburg,PA,"Bettysburg, PA",-77.2310955,39.8309293
Birmingham,PA,"Birmingham, PA",-78.19528919999999,40.6478421
Bloomsburg,PA,"Bloomsburg, PA",-76.4549457,41.003698
Bridgewater,PA,"Bridgewater, PA",-80.29656279999999,40.7038717
Bristol,PA,"Bristol, PA",-74.8518311,40.1006661
Brookville,PA,"Brookville, PA",-79.0830924,41.1611746
Brownsville,PA,"Brownsville, PA",-79.8839357,40.0236854
Buckingham,PA,"Buckingham, PA",-75.0494329,40.3149535
Burgettstown,PA,"Burgettstown, PA",-80.3928423,40.3820132
Butler,PA,"Butler, PA",-79.89533279999999,40.8611755
Camp Hill,PA,"Camp Hill, PA",-76.9199742,40.23981180000001
Canonsburg,PA,"Canonsburg, PA",-80.18727969999999,40.2625702
Carbondale,PA,"Carbondale, PA",-75.5018508,41.5736935
Carlisle,PA,"Carlisle, PA",-77.20027449999999,40.2010241
Centerville,PA,"Centerville, PA",-79.7631081,41.7361695
Chambersburg,PA,"Chambersburg, PA",-77.6611022,39.9375911
Charlestown,PA,"Charlestown, PA",-75.55678209999999,40.0851595
Chester,PA,"Chester, PA",-75.3557457,39.849557
Chester Co.,PA,"Chester Co., PA",-75.8069082,40.0010204
Chester Springs,PA,"Chester Springs, PA",-75.6342521,40.0784461
Cnessona,PA,"Cnessona, PA",-76.19272219999999,40.6267574
Coatsville,PA,"Coatsville, PA",-75.8238355,39.9831616
Collegeville,PA,"Collegeville, PA",-75.451571,40.1856597
Columbia,PA,"Columbia, PA",-76.50440979999999,40.0337085
Concordville,PA,"Concordville, PA",-75.5280085,39.8856076
Conewago,PA,"Conewago, PA",-77.02766,39.7877712
Coudersport,PA,"Coudersport, PA",-78.02056019999999,41.7747878
Cressona,PA,"Cressona, PA",-76.19272219999999,40.6267574
Danville,PA,"Danville, PA",-76.6127329,40.96342
Darby,PA,"Darby, PA",-75.2590721,39.9184461
Dayton,PA,"Dayton, PA",-79.24198299999999,40.8803431
Dimocksville,PA,"Dimocksville, PA",-80.6038717,35.9173063
Doylestown,PA,"Doylestown, PA",-75.1298939,40.3101063
Easton,PA,"Easton, PA",-75.2207323,40.688432
Ebensburg,PA,"Ebensburg, PA",-78.7247426,40.4850717
Edinboro,PA,"Edinboro, PA",-80.1317236,41.87422249999999
Erie,PA,"Erie, PA",-80.085059,42.12922409999999
Ernest,PA,"Ernest, PA",-79.16170240000001,40.678121
Fallsington,PA,"Fallsington, PA",-74.8187743,40.1873314
Frankford,PA,"Frankford, PA",-75.07863569999999,40.0134124
Franklin,PA,"Franklin, PA",-79.8314437,41.3978358
Fredericktown,PA,"Fredericktown, PA",-79.9976689,40.0002463
Germantown,PA,"Germantown, PA",-75.1749671,40.028521
Gettysburg,PA,"Gettysburg, PA",-77.2310955,39.8309293
Girard,PA,"Girard, PA",-80.31811929999999,42.0003337
Glenside,PA,"Glenside, PA",-75.1527928,40.0999077
Goldsboro,PA,"Goldsboro, PA",-76.75024669999999,40.152593
Greensburgh,PA,"Greensburgh, PA",-79.5389289,40.3014581
greenville,PA,"greenville, PA",-80.39117850000001,41.404499
Greenville,PA,"Greenville, PA",-80.39117850000001,41.404499
Hainesburgh,PA,"Hainesburgh, PA",-75.06166999999999,40.955
Hallenbeck,PA,"Hallenbeck, PA",-78.6511736,41.9548944
Harleysville,PA,"Harleysville, PA",-75.3871206,40.2795476
Harrisburg,PA,"Harrisburg, PA",-76.8867008,40.2731911
Hartford,PA,"Hartford, PA",-75.6906241,41.7894121
Haverford,PA,"Haverford, PA",-75.3208107,40.0022406
Hoboken,PA,"Hoboken, PA",-76.3834145,41.1935145
Honesdale,PA,"Honesdale, PA",-75.25878709999999,41.5767552
Honeybrook,PA,"Honeybrook, PA",-75.9113306,40.0942664
Honeybrook Township,PA,"Honeybrook Township, PA",-75.8882508,40.0815127
Hopewell,PA,"Hopewell, PA",-80.2655846,40.5779972
Horsham,PA,"Horsham, PA",-75.1285061,40.1784422
Hulmesville,PA,"Hulmesville, PA",-74.9109996,40.14316549999999
Irvington,PA,"Irvington, PA",-74.22639699999999,40.7259354
Jenkinstown,PA,"Jenkinstown, PA",-75.1251743,40.0959438
Jenkintown,PA,"Jenkintown, PA",-75.1251743,40.0959438
Jewett,PA,"Jewett, PA",-78.6383591,41.725618
Johnstown,PA,"Johnstown, PA",-78.9219698,40.32674069999999
Kennett Square,PA,"Kennett Square, PA",-75.7116032,39.8467767
King of Prussia,PA,"King of Prussia, PA",-75.3835525,40.1012856
Kittaning,PA,"Kittaning, PA",-79.5219893,40.816453
Kittanning,PA,"Kittanning, PA",-79.5219893,40.816453
Lamberton,PA,"Lamberton, PA",-79.87893869999999,39.91368689999999
Lancanster,PA,"Lancanster, PA",-76.3055144,40.0378755
Lancaster,PA,"Lancaster, PA",-76.3055144,40.0378755
Lanchaster,PA,"Lanchaster, PA",-76.3055144,40.0378755
Latrobe,PA,"Latrobe, PA",-79.37948109999999,40.3211808
Lebanon,PA,"Lebanon, PA",-76.4113497,40.3409251
Lewisburg,PA,"Lewisburg, PA",-76.8844101,40.9645293
Lewistown,PA,"Lewistown, PA",-77.571382,40.5992395
Littlestown,PA,"Littlestown, PA",-77.0880385,39.744544
Lock Haven,PA,"Lock Haven, PA",-77.4469263,41.1370133
London Grove,PA,"London Grove, PA",-75.8185314,39.8513595
London Grove Township,PA,"London Grove Township, PA",-75.8185314,39.8513595
Londongrove,PA,"Londongrove, PA",-75.8185314,39.8513595
Loretto,PA,"Loretto, PA",-78.630296,40.5031263
Lower Merion,PA,"Lower Merion, PA",-75.2829046,40.0249667
Makefield,PA,"Makefield, PA",-74.8624092,40.2302142
Manayunk,PA,"Manayunk, PA",-75.2231106,40.0260015
Manch Chunk,PA,"Manch Chunk, PA",-75.7324127,40.8759235
Manheim,PA,"Manheim, PA",-76.3949614,40.16342789999999
Marietta,PA,"Marietta, PA",-76.5521882,40.0570411
Mauch Chunk?,PA,"Mauch Chunk?, PA",-75.7324127,40.8759235
McAlisterville,PA,"McAlisterville, PA",-77.2747096,40.6361901
Meadville,PA,"Meadville, PA",-80.15144839999999,41.6414438
Mechanicsburg,PA,"Mechanicsburg, PA",-77.0085876,40.2142565
Media,PA,"Media, PA",-75.387693,39.9167783
Mercersburg,PA,"Mercersburg, PA",-77.9033314,39.82786979999999
Merion,PA,"Merion, PA",-75.2508229,39.9982136
Mingo Creek?,PA,"Mingo Creek?, PA",-80.0283415,40.2016487
Monongahela,PA,"Monongahela, PA",-79.92616029999999,40.2031265
Montgomery,PA,"Montgomery, PA",-76.8769076,41.1703592
Montgomery Twp.,PA,"Montgomery Twp., PA",-75.2362381,40.2394356
Montrose,PA,"Montrose, PA",-75.8771388,41.8339653
Mountville,PA,"Mountville, PA",-76.43079639999999,40.03926420000001
Mt. Joy,PA,"Mt. Joy, PA",-76.50329959999999,40.109818
Mt. Pleasant,PA,"Mt. Pleasant, PA",-79.54114969999999,40.1489607
Muncy,PA,"Muncy, PA",-76.78551519999999,41.2056373
Nazareth,PA,"Nazareth, PA",-75.3096237,40.740375
New Bedford,PA,"New Bedford, PA",-80.5050184,41.0972681
New Berlin,PA,"New Berlin, PA",-76.9869178,40.8789732
New Brighton,PA,"New Brighton, PA",-80.3100627,40.7303434
New Castle,PA,"New Castle, PA",-80.34700900000001,41.0036719
New London,PA,"New London, PA",-75.8882508,39.7792561
New London Township,PA,"New London Township, PA",-75.8882508,39.7792561
New Wilmington,PA,"New Wilmington, PA",-80.33284280000001,41.1222812
Newtown,PA,"Newtown, PA",-74.9322596,40.2283371
Nicetown,PA,"Nicetown, PA",-75.1632937,40.0119395
Norristown,PA,"Norristown, PA",-75.3399048,40.121497
North East,PA,"North East, PA",-79.8342163,42.2156131
Oil City,PA,"Oil City, PA",-79.7064413,41.4339484
Orwigsboro,PA,"Orwigsboro, PA",-76.10077129999999,40.654813
Oxford,PA,"Oxford, PA",-75.9788349,39.785386
Palmer,PA,"Palmer, PA",-75.2493444,40.7167647
Paradise Township,PA,"Paradise Township, PA",-75.27123929999999,41.108057
Peach Bottom,PA,"Peach Bottom, PA",-76.22692119999999,39.7506049
Penn's Square,PA,"Penn's Square, PA",-76.3051321,40.03751949999999
Perkioman Bridge,PA,"Perkioman Bridge, PA",-75.4476822,40.1842709
Perkiomen,PA,"Perkiomen, PA",-75.4636031,40.2337131
phiadelphia,PA,"phiadelphia, PA",-75.1652215,39.9525839
Philadelphia,PA,"Philadelphia, PA",-75.1652215,39.9525839
Philadelphia?,PA,"Philadelphia?, PA",-75.1652215,39.9525839
Philadephia,PA,"Philadephia, PA",-75.1652215,39.9525839
Philipsburg,PA,"Philipsburg, PA",-78.2205688,40.8964465
Phoenixville,PA,"Phoenixville, PA",-75.51491279999999,40.1303822
Pittsburgh,PA,"Pittsburgh, PA",-79.9958864,40.44062479999999
Pittston,PA,"Pittston, PA",-75.78936039999999,41.3259134
Plumstead Twp.,PA,"Plumstead Twp., PA",-75.11951069999999,40.3840568
Plymouth,PA,"Plymouth, PA",-75.9446428,41.2403596
Port Carbon,PA,"Port Carbon, PA",-76.16883039999999,40.6964788
Pottstown,PA,"Pottstown, PA",-75.6496302,40.2453741
pottsville,PA,"pottsville, PA",-76.195499,40.6856456
Pottsville,PA,"Pottsville, PA",-76.195499,40.6856456
Quakertown,PA,"Quakertown, PA",-75.3415667,40.4417682
Radnor,PA,"Radnor, PA",-75.3754599,40.043912
Radnor Twp.,PA,"Radnor Twp., PA",-75.3754599,40.043912
Reading,PA,"Reading, PA",-75.9268747,40.3356483
Renova,PA,"Renova, PA",-77.75082019999999,41.3264556
Renovo,PA,"Renovo, PA",-77.75082019999999,41.3264556
Roxborough,PA,"Roxborough, PA",-75.2420722,40.0548134
Scranton,PA,"Scranton, PA",-75.66241219999999,41.408969
Selin's Grove,PA,"Selin's Grove, PA",-76.8621935,40.7989735
Semin's Grove,PA,"Semin's Grove, PA",-76.8621935,40.7989735
Sewickley,PA,"Sewickley, PA",-80.1844243,40.5364846
Shenango,PA,"Shenango, PA",-80.2990246,40.9322045
Shippensberg,PA,"Shippensberg, PA",-77.5202647,40.0506453
Shippensburg,PA,"Shippensburg, PA",-77.5202647,40.0506453
Somerset,PA,"Somerset, PA",-79.0780831,40.008411
South Bethlehem,PA,"South Bethlehem, PA",-79.3408743,40.9995097
South Hermitage,PA,"South Hermitage, PA",-75.98078079999999,40.05982270000001
Spring Garden,PA,"Spring Garden, PA",-75.16878919999999,39.9656683
Springfield,PA,"Springfield, PA",-75.32018780000001,39.9306677
St. Clair,PA,"St. Clair, PA",-76.1910536,40.72064510000001
St. Mary's,PA,"St. Mary's, PA",-78.5609398,41.42737380000001
Stroudsburg,PA,"Stroudsburg, PA",-75.1946248,40.9867609
Susquehanna,PA,"Susquehanna, PA",-75.5991789,41.9436071
Susquehanna Depot,PA,"Susquehanna Depot, PA",-75.5991789,41.9436071
Swarthmore,PA,"Swarthmore, PA",-75.3499123,39.9020565
Tamaqua,PA,"Tamaqua, PA",-75.9693707,40.7973112
Tarentum,PA,"Tarentum, PA",-79.75977089999999,40.6014555
Ten Mile (Washington Co.),PA,"Ten Mile (Washington Co.), PA",-80.0178598,39.9793843
Tidionte,PA,"Tidionte, PA",-79.40310339999999,41.6850604
Tioga,PA,"Tioga, PA",-77.1330265,41.9086848
Titusville,PA,"Titusville, PA",-79.6736631,41.62700359999999
Towanda,PA,"Towanda, PA",-76.4427188,41.767575
Uniontown,PA,"Uniontown, PA",-79.71643259999999,39.900076
Unionville,PA,"Unionville, PA",-77.87555870000001,40.907282
Upland,PA,"Upland, PA",-75.3826921,39.8526124
Uplands,PA,"Uplands, PA",-75.3826921,39.8526124
Upper Dublin,PA,"Upper Dublin, PA",-75.1895576,40.15326839999999
Villanova,PA,"Villanova, PA",-75.3491813,40.0375832
Warren,PA,"Warren, PA",-79.1450445,41.8439486
Washington,PA,"Washington, PA",-80.2461714,40.17396
Washington Co.,PA,"Washington Co., PA",-80.1875065,40.1367719
Washington County,PA,"Washington County, PA",-80.1875065,40.1367719
Wayne,PA,"Wayne, PA",-75.3698895,40.0415996
Waynesboro,PA,"Waynesboro, PA",-77.57776919999999,39.755927
Waynesburg,PA,"Waynesburg, PA",-80.1792299,39.8964641
Wellsboro,PA,"Wellsboro, PA",-77.3005304,41.74868379999999
West Chester,PA,"West Chester, PA",-75.6054882,39.9606643
West Chester Borough,PA,"West Chester Borough, PA",-75.6054882,39.9606643
West Grove,PA,"West Grove, PA",-75.82744129999999,39.8220535
Westchester,PA,"Westchester, PA",-75.6054882,39.9606643
Whitpain,PA,"Whitpain, PA",-75.2829046,40.1653934
Wilkes Barre,PA,"Wilkes Barre, PA",-75.88130749999999,41.2459149
Wilkes-Barre,PA,"Wilkes-Barre, PA",-75.88130749999999,41.2459149
Williamsport,PA,"Williamsport, PA",-77.00107860000001,41.2411897
Wormelsdorf,PA,"Wormelsdorf, PA",-76.1841139,40.3617591
Wormelsdorf?,PA,"Wormelsdorf?, PA",-76.1841139,40.3617591
Wyoming,PA,"Wyoming, PA",-75.83741739999999,41.3117471
Yardleyville,PA,"Yardleyville, PA",NA,NA
York,PA,"York, PA",-76.727745,39.9625984
NA,PA,"NA, PA",-122.286865,38.2975381
Anthony,RI,"Anthony, RI",-71.5492285,41.6951003
Ashaway,RI,"Ashaway, RI",-71.78562380000001,41.4234329
Ashton,RI,"Ashton, RI",-71.4306138,41.93898799999999
Barrington,RI,"Barrington, RI",-71.30860899999999,41.7406798
Bristol,RI,"Bristol, RI",-71.26620249999999,41.6771101
Briston,RI,"Briston, RI",-71.2825493,41.7303793
Burrellville,RI,"Burrellville, RI",-71.6847247,41.9661165
Burrillville,RI,"Burrillville, RI",-71.6847247,41.9661165
Camden,RI,"Camden, RI",-71.4902687,41.4443912
Central Falls,RI,"Central Falls, RI",-71.3922785,41.8906553
Centredale,RI,"Centredale, RI",-71.46766389999999,41.8535518
Charlestown,RI,"Charlestown, RI",-71.64187439999999,41.3832162
Chepacket,RI,"Chepacket, RI",-71.6714162,41.9152194
Coventry,RI,"Coventry, RI",-71.5642076,41.6885978
Cranston,RI,"Cranston, RI",-71.4372796,41.7798226
Cumberland,RI,"Cumberland, RI",-71.4061876,41.9721816
Cumberland Hill,RI,"Cumberland Hill, RI",-71.4670043,41.9745431
East Greenwich,RI,"East Greenwich, RI",-71.51304449999999,41.6342619
East Providence,RI,"East Providence, RI",-71.3700545,41.8137116
Exeter,RI,"Exeter, RI",-71.5351476,41.5750676
Fort Adams,RI,"Fort Adams, RI",-71.336224,41.4788755
Foster,RI,"Foster, RI",-71.7581249,41.8537098
Glocester,RI,"Glocester, RI",-71.69106599999999,41.9043113
Greenwich,RI,"Greenwich, RI",-71.51304449999999,41.6342619
Harrisville,RI,"Harrisville, RI",-71.6745112,41.96565390000001
Hopkinton,RI,"Hopkinton, RI",-71.7775501,41.46127190000001
Hopkinton and Richmond,RI,"Hopkinton and Richmond, RI",-71.710346,41.4723453
Jamestown,RI,"Jamestown, RI",-71.3711656,41.4963134
Johnston,RI,"Johnston, RI",-71.51261699999999,41.8205199
Kingston,RI,"Kingston, RI",-71.52255980000001,41.48037910000001
Knightsville,RI,"Knightsville, RI",-71.4622808,41.7814892
Lansdale,RI,"Lansdale, RI",NA,NA
Little Compton,RI,"Little Compton, RI",-71.17115629999999,41.5101032
Lonsdale,RI,"Lonsdale, RI",-71.403668,41.9073217
Manville,RI,"Manville, RI",-71.47357989999999,41.9698686
Middletown,RI,"Middletown, RI",-71.2834538,41.5218243
Mt. Hope,RI,"Mt. Hope, RI",-71.2400475,41.6739909
New Shoreham,RI,"New Shoreham, RI",-71.5576045,41.172137
Newport,RI,"Newport, RI",-71.3128285,41.4901024
North Kingstown,RI,"North Kingstown, RI",-71.4536835,41.5568315
North Scituate,RI,"North Scituate, RI",-71.5870939,41.8326629
North Shoreham,RI,"North Shoreham, RI",-71.5576045,41.172137
North Smithfield,RI,"North Smithfield, RI",-71.5495071,41.9667652
Old Warwick,RI,"Old Warwick, RI",-71.4648672,41.713261
Olneyville,RI,"Olneyville, RI",-71.44626269999999,41.8217302
Pawtucket,RI,"Pawtucket, RI",-71.38255579999999,41.878711
Pawtuxet,RI,"Pawtuxet, RI",-71.39050619999999,41.7638237
Peacedale,RI,"Peacedale, RI",-71.4998791,41.4510088
Phoenix,RI,"Phoenix, RI",-71.4709641,41.6960819
Phoenix?,RI,"Phoenix?, RI",-71.4709641,41.6960819
Portsmouth,RI,"Portsmouth, RI",-71.25032569999999,41.60232449999999
Providence,RI,"Providence, RI",-71.4128343,41.8239891
Scituate,RI,"Scituate, RI",-71.6198686,41.7964495
Sharren,RI,"Sharren, RI",-71.4546708,41.709511
Slatensville,RI,"Slatensville, RI",-71.5801719,42.0005695
Slatersville,RI,"Slatersville, RI",-71.5801719,42.0005695
Smithfield,RI,"Smithfield, RI",-71.54951009999999,41.9220496
South Kingston,RI,"South Kingston, RI",-71.524667,41.4475686
South Kingstown,RI,"South Kingstown, RI",-71.524667,41.4475686
Tiventon,RI,"Tiventon, RI",-71.2134231,41.6259211
Tiverton,RI,"Tiverton, RI",-71.2134231,41.6259211
Union,RI,"Union, RI",-71.4097349,41.8225653
Warren,RI,"Warren, RI",-71.2825493,41.7303793
Warwick,RI,"Warwick, RI",-71.4161671,41.7001009
West Greenwich,RI,"West Greenwich, RI",-71.66381319999999,41.62854979999999
Westerly,RI,"Westerly, RI",-71.82728709999999,41.3775987
Wickford,RI,"Wickford, RI",-71.4524587,41.5711221
Woonsocket,RI,"Woonsocket, RI",-71.51478390000001,42.00287609999999
Woonsocket Falls,RI,"Woonsocket Falls, RI",-71.51694619999999,41.9988022
NA,RI,"NA, RI",106.1110501,22.1406595
Abbeville Dist.,SC,"Abbeville Dist., SC",-82.3796778,34.1854321
Abbeville Dist. (or county),SC,"Abbeville Dist. (or county), SC",-82.3796778,34.1854321
Barnwell,SC,"Barnwell, SC",-81.3587177,33.2448733
Beaufort,SC,"Beaufort, SC",-80.6698286,32.4315813
Berkeley Co.,SC,"Berkeley Co., SC",-80.0087746,33.1260618
Camden,SC,"Camden, SC",-80.6070237,34.24653929999999
Charleston,SC,"Charleston, SC",-79.93105120000001,32.7764749
Chatham,SC,"Chatham, SC",-81.1196075,31.9994194
Cheram,SC,"Cheram, SC",-81.667374,35.063735
Cheraw,SC,"Cheraw, SC",-79.8833971,34.6976564
Chester dist. (or county),SC,"Chester dist. (or county), SC",-81.1804836,34.71510740000001
Clinton,SC,"Clinton, SC",-81.88065619999999,34.4726276
Columbia,SC,"Columbia, SC",-81.0348144,34.0007104
Deal,SC,"Deal, SC",1.4025262,51.2158849
Due West,SC,"Due West, SC",-82.387902,34.3334469
Duw West,SC,"Duw West, SC",-82.387902,34.3334469
Edgefield,SC,"Edgefield, SC",-81.9295582,33.7895774
Edisto Island (near Charleston),SC,"Edisto Island (near Charleston), SC",-80.2971369,32.5503474
Fair Forest,SC,"Fair Forest, SC",-82.0104452,34.9566544
Fairfield County,SC,"Fairfield County, SC",-81.0754657,34.4478348
Georgetown,SC,"Georgetown, SC",-79.2944964,33.376834
Gravesend,SC,"Gravesend, SC",0.3816479,51.4435258
Greenfield,SC,"Greenfield, SC",-81.9409479,33.5345802
Greenville,SC,"Greenville, SC",-82.3940104,34.85261759999999
